Country name,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year
Sri Lanka,2015,4.611606598,9.312870979,0.862500072,66.59999847,0.902074754,0.313437104,0.859470963,0.848232925,0.234751269,0.739669859,-0.102882251,-0.092230447,2.187703371,0.474390715
Sri Lanka,2017,4.330945492,9.364697456,0.822770596,67,0.827077389,0.088255383,0.844210029,0.794951618,0.269727528,0.517589927,-0.061903223,-0.169688806,2.230376005,0.514985919
Sri Lanka,2018,4.400223255,9.400387764,0.828065395,67.19999695,0.852628171,0.086762413,0.85801667,0.831292987,0.301279366,0.57613039,,,2.356080294,0.535445631
Jordan,2014,5.333021641,9.062093735,0.816130996,65.90000153,0.728743196,-0.102667682,,0.660055876,0.312646091,,-0.646835566,0.198289096,2.650531769,0.497003764
Jordan,2015,5.404593468,9.046768188,0.830443859,66.19999695,0.766517043,-0.044257402,,0.689984202,0.305195779,,-0.687563419,0.226363838,2.515422583,0.465423077
Jordan,2016,5.27128458,9.034749031,0.819944739,66.40000153,0.771350622,-0.036488943,,0.640657842,0.311913371,,-0.602687955,0.190379545,2.675685644,0.507596493
Jordan,2017,4.808082581,9.028517723,0.814664543,66.59999847,0.766262472,-0.150125921,,0.627798378,0.391505182,,-0.625526786,0.183538705,2.523892403,0.52492702
Jordan,2018,4.638933659,9.024435043,0.799544334,66.80000305,0.762420297,-0.183489695,,,,,,,2.764460564,0.595925868
Iraq,2014,4.541502476,9.604972839,0.725150704,58.63999939,0.646006584,-0.038037393,0.726008117,0.573671103,0.563631117,0.512633264,-1.812298059,-1.258450747,2.979226351,0.656000137
Iraq,2015,4.493377209,9.620651245,0.684434831,58.40000153,0.599459946,-0.019348731,0.762167156,0.490032554,0.58126694,0.435163736,-1.694117546,-1.317633867,3.019833565,0.672063231
Iraq,2016,4.412537098,9.695360184,0.718956709,59,0.666160166,-0.088390231,0.798866451,0.488692015,0.569758058,0.418604314,-1.665165424,-1.351849914,2.948788166,0.668274999
Iraq,2017,4.462399006,9.659119606,0.695109367,59.59999847,0.627722025,-0.037714854,0.757108808,0.505288541,0.59053874,0.424050778,-1.689633727,-1.369387388,2.899484873,0.649759233
China,2014,5.195619106,9.453964233,0.820366025,68.23999786,,-0.232826754,,0.853974998,0.111517705,,-1.069626093,-0.178662688,1.783343315,0.343239814
China,2015,5.303877831,9.515608788,0.793733716,68.40000153,,-0.260586292,,0.808910906,0.171314985,,-1.105490565,-0.143328637,2.069734097,0.390230358
China,2016,5.32495594,9.575044632,0.741703033,68.69999695,,-0.243756711,,0.826144397,0.145625159,,-1.030307174,-0.12411014,1.99633801,0.374902248
China,2017,5.099061489,9.636177063,0.772033215,69,0.877617598,-0.191224813,,0.821097255,0.214004755,,-0.87781024,-0.064554513,2.271663904,0.445506275
China,2018,5.131433964,9.694375992,0.787605345,69.30000305,0.895377696,-0.174899161,,0.85578388,0.189639792,,,,2.262859106,0.440979868
Myanmar,2014,4.786247253,8.470104218,0.774267435,57.74000168,,0.6777426,0.591632962,0.85796541,0.111978769,0.88881582,-1.215786576,-1.181872606,1.471635699,0.307471722
Myanmar,2015,4.223846436,8.528500557,0.752064288,58.09999847,0.80797106,0.667136014,0.633305192,0.86590606,0.271750778,0.777451694,-1.191992521,-1.133446455,1.620930672,0.383756995
Myanmar,2016,4.623119831,8.576414108,0.793461978,58.40000153,0.877491176,0.658932626,0.607286572,0.804009914,0.301501393,0.924319088,-0.801185012,-0.838138282,1.850762725,0.400327653
Myanmar,2017,4.154341698,8.629019737,0.795183837,58.70000076,0.886011839,0.629576743,0.618821502,0.74564749,0.282285541,0.82417655,-0.974802852,-0.848311067,2.233865976,0.537718415
Myanmar,2018,4.410633087,8.685232162,0.773825943,59,0.906110823,0.469964564,0.646725893,0.776950598,0.300140351,0.878752649,,,2.28704071,0.518528879
Pakistan,2014,5.435657978,8.428629875,0.551683307,57.08000183,0.543138504,0.125866517,0.676927507,0.584937394,0.295479774,0.425877184,-1.558651567,-0.758009017,2.169975519,0.399211198
Pakistan,2015,4.823194981,8.45440197,0.561720133,57.29999924,0.586546242,0.070660211,0.716641188,0.575255275,0.328646719,0.45958823,-1.602370262,-0.717972815,2.022385359,0.419304073
Pakistan,2016,5.548508167,8.488210678,0.626921296,57.70000076,0.634182811,0.079928152,0.79253006,0.647639751,0.33161667,0.455683172,-1.592067957,-0.740050793,1.956958294,0.352699906
Pakistan,2017,5.830870628,8.524110794,0.690263569,58.09999847,0.712657094,0.030064493,0.713928223,0.586166978,0.308341086,0.557435155,-1.546954513,-0.670003951,1.778067946,0.304940373
Pakistan,2018,5.471553802,8.561663628,0.685059488,58.5,0.77256912,0.053521562,0.798841655,0.567294776,0.376706064,0.58938849,,,2.36315012,0.431897461
Bangladesh,2014,4.635564804,7.997340679,0.577065051,62.38000107,0.735512853,-0.092973076,0.789374709,,0.230678365,0.719101429,-0.684746504,-0.84198302,1.897618651,0.409360826
Bangladesh,2015,4.633473873,8.049608231,0.601468265,62.79999924,0.814796269,-0.063412555,0.720600903,0.634507656,0.225753754,0.760611534,-0.862021804,-0.795559049,2.156118393,0.46533519
Bangladesh,2016,4.5561409,8.107524872,0.649116933,63.29999924,0.874700487,-0.083881758,0.687853634,0.559939086,0.235022455,0.845429063,-0.923605621,-0.750216246,1.982582808,0.435145199
Bangladesh,2017,4.309771061,8.167346954,0.712552786,63.79999924,0.896217167,0.016269062,0.635014474,0.568827093,0.21350576,0.876646459,-0.93284297,-0.761903524,1.865365982,0.432822526
Bangladesh,2018,4.499217033,8.22074604,0.705556035,64.30000305,0.90147084,-0.038008336,0.701421201,0.541344702,0.361237794,0.831693113,,,2.159303188,0.479928643
Indonesia,2014,5.597375393,9.21064949,0.904827833,61.27999878,0.71941328,0.396065295,0.970144212,0.852418959,0.241678208,0.653533399,-0.131459564,-0.262202919,1.616545677,0.288804233
Indonesia,2015,5.04279995,9.246450424,0.809478104,61.5,0.779418349,0.459267557,0.945967257,0.876232743,0.274292201,0.645185173,-0.215111732,-0.334635764,2.067514658,0.40999338
Indonesia,2016,5.136325359,9.284182549,0.791830599,61.70000076,0.82994163,0.487541914,0.889677405,0.832811952,0.341573596,0.80088073,-0.103141956,-0.214709952,2.546778202,0.495836616
Indonesia,2017,5.098401546,9.322663307,0.795589209,61.90000153,0.865026295,0.475460678,0.900416434,0.862584174,0.319171578,0.825765371,-0.190967619,-0.166090265,2.3251791,0.45606041
Indonesia,2018,5.340295792,9.362827301,0.809378862,62.09999847,0.879374385,0.499377817,0.867729425,0.863717854,0.295986801,0.837602735,,,2.530802488,0.473906785
Iran,2014,4.682224274,9.736499786,0.644063771,64.86000061,0.766822994,0.210001796,0.639682412,0.618345201,0.511569083,0.744599879,-1.227865696,-0.890118122,2.664450407,0.569056571
Iran,2015,4.749955654,9.711170197,0.572406888,65.09999847,0.780383229,0.145681813,0.698951244,0.644848764,0.519858181,0.753276825,-1.2196064,-0.762112558,2.522233725,0.531001508
Iran,2016,4.652730942,9.825400352,0.566281199,65.40000153,0.773303747,0.154438794,0.712782621,0.686764956,0.52587682,0.709471166,-1.078046441,-0.701219976,2.542438507,0.546440065
Iran,2017,4.716783047,9.856533051,0.714232922,65.69999695,0.730635166,0.186621651,0.714941323,0.693666041,0.438533902,,-1.114465237,-0.720983267,2.497179031,0.529424191
Iran,2018,4.278117657,9.886064529,0.673764706,66,0.603319883,0.044715501,0.703439772,0.553196609,0.493148893,0.549940705,,,2.375708342,0.555316269
Azerbaijan,2014,5.25153017,9.724067688,0.799433351,64.36000061,0.732772946,-0.228511631,0.65384531,0.597627223,0.219982117,0.778209925,-1.019543648,-0.582985878,1.473186493,0.280525178
Azerbaijan,2015,5.146774769,9.723095894,0.785702765,64.59999847,0.764289498,-0.218101621,0.615552545,0.60656935,0.206114277,0.788487196,-1.140934467,-0.528914392,1.696346283,0.329594046
Azerbaijan,2016,5.303894997,9.680426598,0.777271032,64.90000153,0.712573171,-0.22437793,0.606770813,0.597593486,0.191117197,0.734052122,-1.183456182,-0.449871927,1.613181591,0.304150373
Azerbaijan,2017,5.152279377,9.670762062,0.787039399,65.19999695,0.731030464,-0.245215878,0.652539015,0.592359245,0.19831866,0.766583443,-1.162632823,-0.461928248,1.673756838,0.324857533
Azerbaijan,2018,5.167995453,9.678013802,0.781229913,65.5,0.772449255,-0.251795292,0.561206281,0.592575371,0.191391662,0.834371924,,,1.863302112,0.36054638
Palestinian Territories,2014,4.721938133,8.370901108,0.775086701,,0.657049835,-0.148276597,0.804165423,0.56505692,0.380452424,0.474314302,-1.433387995,-0.235544443,2.402968645,0.508894563
Palestinian Territories,2015,4.695239067,8.458488464,0.766101241,,0.556040943,-0.159387171,0.77430135,0.594456494,0.369084895,0.445855588,-1.573144197,-0.332524002,2.334899426,0.49729085
